RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
39312,85018032,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39313,85018032,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39314,85018033,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39315,85018033,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,70,,U,,U,,U,U,U,,U,,U,,U,U,U,
39316,85018033,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,11,,U,,U,,U,U,U,,U,,U,,U,U,U,
39317,85018034,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,23,0,N,0,N,0,N,N,N,23,Y,0,N,0,N,U,N,
39318,85018034,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39319,85018034,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39320,85019001,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39321,85019001,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39322,85019001,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39323,85019001,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,30,0,N,0,N,0,N,N,N,30,Y,0,N,0,N,U,N,
39324,85019001,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39325,85019002,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39326,85019002,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39327,85019002,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39328,85019003,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39329,85019003,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,300,0,N,300,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39330,85019004,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39331,85019004,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39332,85019005,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39333,85019005,Black petrel,Procellaria parkinsoni ,PROPAR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39334,85019005,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,450,0,N,400,Y,0,N,N,N,50,Y,0,N,0,N,U,N,
39335,85019005,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,30,,U,,U,,U,U,U,,U,,U,,U,U,U,
39336,85019005,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39337,85019005,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39338,85019006,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39339,85019006,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39340,85019006,Black petrel,Procellaria parkinsoni ,PROPAR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39341,85019006,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,70,0,N,70,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39342,85019006,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39343,85019007,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39344,85019007,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39345,85019008,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39346,85019008,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39347,85019008,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39348,85019008,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,30,0,N,30,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39349,85019008,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39350,85019009,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39351,85019009,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39352,85019009,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,80,0,N,80,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39353,85019009,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39354,85019009,Cook's petrel,Pterodroma cookii ,PTECOO,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39355,85019010,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39356,85019010,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39357,85019010,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39358,85019010,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39359,85019010,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39360,85019010,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39361,85019010,Cook's petrel,Pterodroma cookii ,PTECOO,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39362,85019011,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
39363,85019011,Cape petrel,Daption capense ,DAPCAP,,,,,7,0,N,0,N,0,N,N,N,0,N,0,N,7,Y,U,N,
39364,85019011,Westland petrel,Procellaria westlandica ,PROWES,,,,,20,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39365,85019011,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,50,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39366,85019011,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,20,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39367,85019011,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,200,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39368,85019011,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,500,,Y,,Y,,N,N,N,,Y,,N,,N,U,Y,
39369,85019012,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39370,85019012,Cape petrel,Daption capense ,DAPCAP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39371,85019012,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,14,,U,,U,,U,U,U,,U,,U,,U,U,U,
39372,85019012,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39373,85019012,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39374,85019013,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39375,85019013,Cape petrel,Daption capense ,DAPCAP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39376,85019013,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,50,0,N,0,N,0,N,N,N,50,Y,0,N,0,N,U,N,
39377,85019013,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39378,85019013,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39379,85019014,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39380,85019014,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39381,85019015,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39382,85019015,Red-billed gull,Larus novaehollandiae ,LARNOV,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39383,85019016,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39384,85019017,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39385,85020001,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,15,0,N,15,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39386,85020001,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,12,0,N,12,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39387,85020001,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,250,0,N,250,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39388,85020001,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39389,85020001,White-fronted tern,Sterna striata ,STESTR,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39390,85020002,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,8,0,N,8,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39391,85020002,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,20,0,N,20,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39392,85020002,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,200,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39393,85020002,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39394,85020002,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39395,85020003,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,6,0,N,0,N,0,N,N,N,6,Y,0,N,0,N,U,N,
39396,85020004,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39397,85020005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39398,85020005,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39399,85020005,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39400,85020005,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39401,85020006,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39402,85020006,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39403,85020006,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39404,85020006,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39405,85020007,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39406,85020007,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39407,85020007,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39408,85020008,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39409,85020008,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39410,85020008,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39411,85020009,Prion (unidentified),Pachyptila sp,PACSP,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39412,85020009,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39413,85020009,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39414,85020010,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39415,85020010,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,40,,U,,U,,U,U,U,,U,,U,,U,U,U,
39416,85020011,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39417,85020011,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39418,85020011,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39419,85020011,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39420,85020012,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39421,85020012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39422,85020012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39423,85020012,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39424,85020012,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39425,85020012,Cape petrel,Daption capense ,DAPCAP,,,,,7,,U,,U,,U,U,U,,U,,U,,U,U,U,
39426,85020012,Prion (unidentified),Pachyptila sp,PACSP,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39427,85020012,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39428,85020013,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39429,85020013,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39430,85020013,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39431,85020013,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39432,85020013,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39433,85020013,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39434,85020013,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,7,,U,,U,,U,U,U,,U,,U,,U,U,U,
39435,85020013,Cape petrel,Daption capense ,DAPCAP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39436,85020013,Prion (unidentified),Pachyptila sp,PACSP,,,,,500,,U,,U,,U,U,U,,U,,U,,U,U,U,
39437,85020013,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39438,85020013,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39439,85020014,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39440,85020014,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39441,85020014,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39442,85020014,Cape petrel,Daption capense ,DAPCAP,,,,,14,,U,,U,,U,U,U,,U,,U,,U,U,U,
39443,85020014,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39444,85020014,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39445,85020014,White-fronted tern,Sterna striata ,STESTR,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39446,85020015,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39447,85020015,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39448,85020015,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39449,85020015,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39450,85020015,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39451,85020015,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39452,85020015,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39453,85020015,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39454,85020015,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39455,85021001,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39456,85021001,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39457,85021001,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39458,85021002,Cape petrel,Daption capense ,DAPCAP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39459,85021002,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39460,85021002,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39461,85021002,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39462,85021002,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39463,85021002,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39464,85021003,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39465,85021003,Cape petrel,Daption capense ,DAPCAP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39466,85021003,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39467,85021003,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,100,,U,,U,,U,U,U,,U,,U,,U,U,U,
39468,85021004,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39469,85021004,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39470,85021004,Prion (unidentified),Pachyptila sp,PACSP,,,,,30,,U,,U,,U,U,U,,U,,U,,U,U,U,
39471,85021004,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,30,,U,,U,,U,U,U,,U,,U,,U,U,U,
39472,85021005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39473,85021005,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39474,85021005,Prion (unidentified),Pachyptila sp,PACSP,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39475,85021005,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39476,85021005,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39477,85022001,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39478,85022001,White-fronted tern,Sterna striata ,STESTR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39479,85022002,Prion (unidentified),Pachyptila sp,PACSP,,,,,30,0,N,0,N,0,N,N,N,30,Y,0,N,0,N,U,N,
39480,85022002,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39481,85022003,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39482,85022003,Prion (unidentified),Pachyptila sp,PACSP,,,,,20,0,N,0,N,0,N,N,N,20,Y,0,N,0,N,U,N,
39483,85022003,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39484,85022004,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39485,85022004,Prion (unidentified),Pachyptila sp,PACSP,,,,,30,,U,,U,,U,U,U,,U,,U,,U,U,U,
39486,85022004,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39487,85022005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39488,85022005,Prion (unidentified),Pachyptila sp,PACSP,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39489,85022006,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39490,85022007,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39491,85022008,Prion (unidentified),Pachyptila sp,PACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39492,85022009,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39493,85022010,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39494,85022011,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39495,85022011,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39496,85022011,Arctic skua,Stercorarius parasiticus ,STEPAR1,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39497,85022012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39498,85022013,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39499,85022014,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39500,85022015,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39501,85022015,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39502,85022016,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39503,85022017,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39504,85022017,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39505,85022017,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39506,85022017,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39507,85022017,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39508,85022017,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
