RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
39118,85016018,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39119,85016018,Cape petrel,Daption capense ,DAPCAP,,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39120,85016018,Prion (unidentified),Pachyptila sp,PACSP,,,,,25,,U,,U,,U,U,U,,U,,U,,U,U,U,
39121,85016018,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,50,0,N,0,N,0,N,N,N,0,N,0,N,50,Y,U,N,
39122,85016019,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39123,85016019,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39124,85016019,Cape petrel,Daption capense ,DAPCAP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39125,85016019,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39126,85016019,Prion (unidentified),Pachyptila sp,PACSP,,,,,15,,U,,U,,U,U,U,,U,,U,,U,U,U,
39127,85016019,Little shearwater,Puffinus assimilis ,PUFASS,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39128,85016019,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,15,0,N,0,N,0,N,N,N,0,N,0,N,15,Y,U,N,
39129,85016020,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39130,85016020,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39131,85016020,Cape petrel,Daption capense ,DAPCAP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39132,85016020,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39133,85016020,White-fronted tern,Sterna striata ,STESTR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39134,85017001,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39135,85017001,Southern black-backed gull,Larus dominicanus ,LARDOM,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39136,85017002,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39137,85017003,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39138,85017003,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39139,85017004,Australasian gannet,Morus serrator ,MORSER,,,,,16,0,N,0,N,0,N,N,N,16,Y,0,N,0,N,U,N,
39140,85017004,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39141,85017005,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39142,85017005,Australasian gannet,Morus serrator ,MORSER,,,,,100,0,N,100,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39143,85017006,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39144,85017006,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,12,0,N,0,N,0,N,N,N,12,Y,0,N,0,N,U,N,
39145,85017007,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
39146,85017008,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
39147,85017008,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39148,85017008,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
39149,85017009,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39150,85017010,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
39151,85017011,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39152,85017011,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39153,85017012,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39154,85017012,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39155,85017012,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39156,85017013,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39157,85017013,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39158,85017013,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39159,85017014,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,30,,N,,Y,,N,N,N,,Y,,N,,N,U,N,
39160,85017014,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39161,85017014,White-fronted tern,Sterna striata ,STESTR,,,,,14,0,N,0,N,14,Y,N,N,0,N,0,N,0,N,U,N,
39162,85017014,Spotted shag,Stictocarbo punctatus ,STIPUN,,,,,12,0,N,0,N,0,N,N,N,12,Y,0,N,0,N,U,N,
39163,85017015,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,80,0,N,80,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39164,85017015,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
39165,85017015,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,3,0,N,0,N,0,N,N,N,0,N,0,N,3,Y,U,N,
39166,85017015,Red-billed gull,Larus novaehollandiae ,LARNOV,,,,,6,0,N,6,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39167,85017015,White-fronted tern,Sterna striata ,STESTR,,,,,30,0,N,0,N,30,Y,N,N,0,N,0,N,0,N,U,N,
39168,85017015,Spotted shag,Stictocarbo punctatus ,STIPUN,,,,,400,406,Y,6,Y,0,N,N,N,0,N,0,N,0,N,U,Y,
39169,85017016,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39170,85017016,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39171,85017017,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,1,0,N,1,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39172,85017017,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39173,85017017,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39174,85017017,White-fronted tern,Sterna striata ,STESTR,,,,,8,0,N,0,N,8,Y,N,N,0,N,0,N,0,N,U,N,
39175,85017018,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,4,0,N,4,Y,0,N,N,N,0,N,0,N,0,N,U,N,
39176,85017019,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39177,85017019,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39178,85017019,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39179,85017019,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39180,85017020,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39181,85017020,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39182,85017020,Westland petrel,Procellaria westlandica ,PROWES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39183,85017020,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,80,,U,,U,,U,U,U,,U,,U,,U,U,U,
39184,85017020,Southern black-backed gull IMM,Larus dominicanus IMM,LARDOM IMM,IMM,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
39185,85017020,Red-billed gull,Larus novaehollandiae ,LARNOV,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39186,85017021,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39187,85017021,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39188,85017021,Cape petrel,Daption capense ,DAPCAP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39189,85017021,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39190,85017021,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39191,85017022,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39192,85017022,Prion (unidentified),Pachyptila sp,PACSP,,,,,200,,U,,U,,U,U,U,,U,,U,,U,U,U,
39193,85017022,Little shearwater,Puffinus assimilis ,PUFASS,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39194,85017022,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,11,,U,,U,,U,U,U,,U,,U,,U,U,U,
39195,85017022,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39196,85017022,Red-billed gull,Larus novaehollandiae ,LARNOV,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39197,85017023,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39198,85017023,Prion (unidentified),Pachyptila sp,PACSP,,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39199,85017023,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39200,85017023,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39201,85017023,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39202,85017024,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39203,85017024,Prion (unidentified),Pachyptila sp,PACSP,,,,,100,,U,,U,,U,U,U,,U,,U,,U,U,U,
39204,85017024,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39205,85017024,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39206,85017024,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39207,85018001,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
39208,85018001,Cape petrel,Daption capense ,DAPCAP,,,,,18,,U,,U,,U,U,U,,U,,U,,U,U,U,
39209,85018001,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39210,85018002,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39211,85018002,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39212,85018002,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,11,,U,,U,,U,U,U,,U,,U,,U,U,U,
39213,85018002,Cape petrel,Daption capense ,DAPCAP,,,,,22,,U,,U,,U,U,U,,U,,U,,U,U,U,
39214,85018002,Westland petrel,Procellaria westlandica ,PROWES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39215,85018002,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39216,85018002,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39217,85018003,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39218,85018003,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39219,85018003,Cape petrel,Daption capense ,DAPCAP,,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39220,85018003,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39221,85018003,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39222,85018004,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
39223,85018004,Cape petrel,Daption capense ,DAPCAP,,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39224,85018004,Hutton's shearwater,Puffinus huttoni ,PUFHUT,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39225,85018005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39226,85018005,Cape petrel,Daption capense ,DAPCAP,,,,,10,,U,,U,,U,U,U,,U,,U,,U,U,U,
39227,85018005,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39228,85018006,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39229,85018006,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39230,85018006,Cape petrel,Daption capense ,DAPCAP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39231,85018006,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39232,85018007,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39233,85018008,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39234,85018008,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39235,85018009,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,Y,U,
39236,85018009,Cape petrel,Daption capense ,DAPCAP,,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
39237,85018009,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39238,85018009,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39239,85018010,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39240,85018010,Cape petrel,Daption capense ,DAPCAP,,,,,10,,U,,U,,U,U,U,,U,,U,,U,U,U,
39241,85018011,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39242,85018011,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39243,85018012,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39244,85018012,Cape petrel,Daption capense ,DAPCAP,,,,,14,,U,,U,,U,U,U,,U,,U,,U,U,U,
39245,85018012,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39246,85018012,White-fronted tern,Sterna striata ,STESTR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39247,85018013,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39248,85018013,Cape petrel,Daption capense ,DAPCAP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
39249,85018014,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39250,85018014,Cape petrel,Daption capense ,DAPCAP,,,,,21,,U,,U,,U,U,U,,U,,U,,U,U,U,
39251,85018014,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39252,85018014,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39253,85018015,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39254,85018015,Cape petrel,Daption capense ,DAPCAP,,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39255,85018015,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,12,,U,,U,,U,U,U,,U,,U,,U,U,U,
39256,85018015,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39257,85018016,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
39258,85018016,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39259,85018016,Westland petrel,Procellaria westlandica ,PROWES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39260,85018016,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39261,85018017,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39262,85018017,Cape petrel,Daption capense ,DAPCAP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39263,85018017,Westland petrel,Procellaria westlandica ,PROWES,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39264,85018017,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39265,85018017,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39266,85018018,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39267,85018018,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39268,85018018,Cape petrel,Daption capense ,DAPCAP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39269,85018019,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39270,85018019,Cape petrel,Daption capense ,DAPCAP,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
39271,85018019,Westland petrel,Procellaria westlandica ,PROWES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39272,85018019,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39273,85018020,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39274,85018020,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39275,85018020,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39276,85018020,Westland petrel,Procellaria westlandica ,PROWES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39277,85018020,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39278,85018021,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
39279,85018021,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39280,85018021,Cape petrel,Daption capense ,DAPCAP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39281,85018022,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39282,85018022,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39283,85018022,Prion (unidentified),Pachyptila sp,PACSP,,,,,200,0,N,0,N,0,N,N,N,200,Y,0,N,0,N,U,N,
39284,85018022,Hutton's shearwater,Puffinus huttoni ,PUFHUT,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39285,85018022,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39286,85018023,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
39287,85018023,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39288,85018023,Prion (unidentified),Pachyptila sp,PACSP,,,,,400,0,N,0,N,0,N,N,N,400,Y,0,N,0,N,U,N,
39289,85018023,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39290,85018024,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39291,85018024,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39292,85018024,Prion (unidentified),Pachyptila sp,PACSP,,,,,200,0,N,0,N,0,N,N,N,200,Y,0,N,0,N,U,N,
39293,85018025,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,3,,N,,Y,,N,N,N,,Y,,N,,N,U,N,
39294,85018025,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
39295,85018025,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39296,85018025,Prion (unidentified),Pachyptila sp,PACSP,,,,,800,,Y,,Y,,N,N,N,,Y,,N,,N,U,Y,
39297,85018025,Hutton's shearwater,Puffinus huttoni ,PUFHUT,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39298,85018026,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39299,85018026,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
39300,85018026,Prion (unidentified),Pachyptila sp,PACSP,,,,,100,,Y,,Y,,N,N,N,,N,,N,,N,U,Y,
39301,85018026,Hutton's shearwater,Puffinus huttoni ,PUFHUT,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39302,85018027,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39303,85018027,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,50,,U,,U,,U,U,U,,U,,U,,U,U,U,
39304,85018027,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39305,85018028,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,12,0,N,0,N,0,N,N,N,12,Y,0,N,0,N,U,N,
39306,85018029,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39307,85018029,Australasian gannet,Morus serrator ,MORSER,,,,,50,,Y,,Y,,N,N,N,,Y,,N,,N,U,Y,
39308,85018030,Australasian gannet,Morus serrator ,MORSER,,,,,25,25,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,N,
39309,85018030,Southern black-backed gull,Larus dominicanus ,LARDOM,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
39310,85018031,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
39311,85018032,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
